# ufdemo curve points — 单位见同目录 *.curve.json 的 x_quantity/y_quantity
# Fth(N)=F_inf+(F1-F_inf)*exp(-k*(N-1))，参数取自 SiC 材料卡 multi_response
x,y
1.0,2.35
2.0,2.3174895518241505
5.0,2.2237513501941706
10.0,2.0794367834293515
50.0,1.3223051497526042
100.0,0.9300808035240392
720.0,0.7000010082194416
