curve_id,kind,x,linear,pchip
sic_threshold_vs_effective_n,interpolated,267.03000000000003,0.8680965644760925,0.8038352871062057
sic_threshold_vs_effective_n,interpolated,270.625,0.8667624727597699,0.8017917038819325
sic_threshold_vs_effective_n,interpolated,274.22,0.8654283810434473,0.7997740125994187
sic_threshold_vs_effective_n,interpolated,277.815,0.8640942893271246,0.7977820589058718
sic_threshold_vs_effective_n,interpolated,281.41,0.862760197610802,0.7958156884484988
sic_threshold_vs_effective_n,interpolated,285.005,0.8614261058944794,0.7938747468745074
sic_threshold_vs_effective_n,interpolated,288.6,0.8600920141781567,0.7919590798311051
sic_threshold_vs_effective_n,interpolated,292.195,0.8587579224618341,0.7900685329654993
sic_threshold_vs_effective_n,interpolated,295.79,0.8574238307455115,0.7882029519248972
sic_threshold_vs_effective_n,interpolated,299.385,0.8560897390291888,0.7863621823565066
sic_threshold_vs_effective_n,interpolated,302.98,0.8547556473128662,0.7845460699075345
sic_threshold_vs_effective_n,interpolated,306.575,0.8534215555965436,0.7827544602251885
sic_threshold_vs_effective_n,interpolated,310.17,0.8520874638802209,0.7809871989566762
sic_threshold_vs_effective_n,interpolated,313.76500000000004,0.8507533721638983,0.7792441317492047
sic_threshold_vs_effective_n,interpolated,317.36,0.8494192804475758,0.7775251042499818
sic_threshold_vs_effective_n,interpolated,320.95500000000004,0.848085188731253,0.7758299621062148
sic_threshold_vs_effective_n,interpolated,324.55,0.8467510970149305,0.7741585509651109
sic_threshold_vs_effective_n,interpolated,328.14500000000004,0.8454170052986079,0.7725107164738776
sic_threshold_vs_effective_n,interpolated,331.74,0.8440829135822853,0.7708863042797227
sic_threshold_vs_effective_n,interpolated,335.33500000000004,0.8427488218659626,0.7692851600298531
sic_threshold_vs_effective_n,interpolated,338.93,0.84141473014964,0.7677071293714764
sic_threshold_vs_effective_n,interpolated,342.52500000000003,0.8400806384333174,0.7661520579518004
sic_threshold_vs_effective_n,interpolated,346.12,0.8387465467169948,0.7646197914180322
sic_threshold_vs_effective_n,interpolated,349.71500000000003,0.8374124550006721,0.763110175417379
sic_threshold_vs_effective_n,interpolated,353.31,0.8360783632843495,0.7616230555970486
sic_threshold_vs_effective_n,interpolated,356.90500000000003,0.8347442715680269,0.7601582776042483
sic_threshold_vs_effective_n,interpolated,360.5,0.8334101798517042,0.7587156870861854
sic_threshold_vs_effective_n,interpolated,364.095,0.8320760881353816,0.7572951296900676
sic_threshold_vs_effective_n,interpolated,367.69,0.830741996419059,0.7558964510631022
sic_threshold_vs_effective_n,interpolated,371.285,0.8294079047027363,0.7545194968524965
sic_threshold_vs_effective_n,interpolated,374.88,0.8280738129864137,0.7531641127054581
sic_threshold_vs_effective_n,interpolated,378.475,0.8267397212700911,0.7518301442691941
sic_threshold_vs_effective_n,interpolated,382.07,0.8254056295537685,0.7505174371909126
sic_threshold_vs_effective_n,interpolated,385.665,0.8240715378374458,0.7492258371178204
sic_threshold_vs_effective_n,interpolated,389.26000000000005,0.8227374461211232,0.747955189697125
sic_threshold_vs_effective_n,interpolated,392.855,0.8214033544048006,0.7467053405760342
sic_threshold_vs_effective_n,interpolated,396.45000000000005,0.8200692626884779,0.7454761354017551
sic_threshold_vs_effective_n,interpolated,400.045,0.8187351709721553,0.7442674198214951
sic_threshold_vs_effective_n,interpolated,403.64000000000004,0.8174010792558327,0.7430790394824619
sic_threshold_vs_effective_n,interpolated,407.235,0.8160669875395101,0.7419108400318626
sic_threshold_vs_effective_n,interpolated,410.83000000000004,0.8147328958231874,0.740762667116905
sic_threshold_vs_effective_n,interpolated,414.425,0.8133988041068648,0.739634366384796
sic_threshold_vs_effective_n,interpolated,418.02000000000004,0.8120647123905422,0.7385257834827436
sic_threshold_vs_effective_n,interpolated,421.615,0.8107306206742195,0.7374367640579548
sic_threshold_vs_effective_n,interpolated,425.21000000000004,0.8093965289578969,0.7363671537576373
sic_threshold_vs_effective_n,interpolated,428.805,0.8080624372415743,0.7353167982289984
sic_threshold_vs_effective_n,interpolated,432.40000000000003,0.8067283455252516,0.7342855431192455
sic_threshold_vs_effective_n,interpolated,435.995,0.805394253808929,0.7332732340755861
sic_threshold_vs_effective_n,interpolated,439.59000000000003,0.8040601620926064,0.7322797167452276
sic_threshold_vs_effective_n,interpolated,443.185,0.8027260703762839,0.7313048367753774
sic_threshold_vs_effective_n,interpolated,446.78000000000003,0.8013919786599611,0.730348439813243
sic_threshold_vs_effective_n,interpolated,450.375,0.8000578869436386,0.7294103715060316
sic_threshold_vs_effective_n,interpolated,453.97,0.798723795227316,0.7284904775009511
sic_threshold_vs_effective_n,interpolated,457.565,0.7973897035109934,0.7275886034452085
sic_threshold_vs_effective_n,interpolated,461.16,0.7960556117946707,0.7267045949860111
sic_threshold_vs_effective_n,interpolated,464.75500000000005,0.7947215200783481,0.725838297770567
sic_threshold_vs_effective_n,interpolated,468.35,0.7933874283620255,0.7249895574460828
sic_threshold_vs_effective_n,interpolated,471.94500000000005,0.7920533366457028,0.7241582196597667
sic_threshold_vs_effective_n,interpolated,475.54,0.7907192449293802,0.7233441300588256
sic_threshold_vs_effective_n,interpolated,479.13500000000005,0.7893851532130576,0.7225471342904669
sic_threshold_vs_effective_n,interpolated,482.73,0.7880510614967349,0.7217670780018984
sic_threshold_vs_effective_n,interpolated,486.32500000000005,0.7867169697804123,0.7210038068403273
sic_threshold_vs_effective_n,interpolated,489.92,0.7853828780640897,0.7202571664529611
sic_threshold_vs_effective_n,interpolated,493.51500000000004,0.784048786347767,0.7195270024870071
sic_threshold_vs_effective_n,interpolated,497.11,0.7827146946314444,0.7188131605896727
sic_threshold_vs_effective_n,interpolated,500.70500000000004,0.7813806029151218,0.7181154864081658
sic_threshold_vs_effective_n,interpolated,504.3,0.7800465111987992,0.7174338255896932
sic_threshold_vs_effective_n,interpolated,507.89500000000004,0.7787124194824765,0.7167680237814626
sic_threshold_vs_effective_n,interpolated,511.49,0.7773783277661539,0.7161179266306815
sic_threshold_vs_effective_n,interpolated,515.085,0.7760442360498313,0.7154833797845571
sic_threshold_vs_effective_n,interpolated,518.6800000000001,0.7747101443335086,0.7148642288902972
sic_threshold_vs_effective_n,interpolated,522.275,0.773376052617186,0.7142603195951088
sic_threshold_vs_effective_n,interpolated,525.87,0.7720419609008634,0.7136714975461995
sic_threshold_vs_effective_n,interpolated,529.465,0.7707078691845408,0.713097608390777
sic_threshold_vs_effective_n,interpolated,533.0600000000001,0.7693737774682181,0.712538497776048
sic_threshold_vs_effective_n,interpolated,536.655,0.7680396857518955,0.7119940113492208
sic_threshold_vs_effective_n,interpolated,540.25,0.7667055940355729,0.7114639947575025
sic_threshold_vs_effective_n,interpolated,543.845,0.7653715023192502,0.7109482936481001
sic_threshold_vs_effective_n,interpolated,547.44,0.7640374106029276,0.7104467536682216
sic_threshold_vs_effective_n,interpolated,551.0350000000001,0.762703318886605,0.7099592204650742
sic_threshold_vs_effective_n,interpolated,554.63,0.7613692271702823,0.7094855396858651
sic_threshold_vs_effective_n,interpolated,558.225,0.7600351354539597,0.7090255569778021
sic_threshold_vs_effective_n,interpolated,561.82,0.7587010437376371,0.7085791179880926
sic_threshold_vs_effective_n,interpolated,565.4150000000001,0.7573669520213144,0.7081460683639438
sic_threshold_vs_effective_n,interpolated,569.01,0.756032860304992,0.7077262537525633
sic_threshold_vs_effective_n,interpolated,572.605,0.7546987685886692,0.7073195198011583
sic_threshold_vs_effective_n,interpolated,576.2,0.7533646768723465,0.7069257121569364
sic_threshold_vs_effective_n,interpolated,579.7950000000001,0.752030585156024,0.7065446764671051
sic_threshold_vs_effective_n,interpolated,583.39,0.7506964934397014,0.7061762583788718
sic_threshold_vs_effective_n,interpolated,586.985,0.7493624017233788,0.7058203035394437
sic_threshold_vs_effective_n,interpolated,590.58,0.7480283100070562,0.7054766575960285
sic_threshold_vs_effective_n,interpolated,594.1750000000001,0.7466942182907335,0.7051451661958335
sic_threshold_vs_effective_n,interpolated,597.77,0.7453601265744109,0.7048256749860662
sic_threshold_vs_effective_n,interpolated,601.365,0.7440260348580883,0.7045180296139338
sic_threshold_vs_effective_n,interpolated,604.96,0.7426919431417656,0.7042220757266439
sic_threshold_vs_effective_n,interpolated,608.5550000000001,0.741357851425443,0.7039376589714039
sic_threshold_vs_effective_n,interpolated,612.15,0.7400237597091204,0.7036646249954214
sic_threshold_vs_effective_n,interpolated,615.745,0.7386896679927977,0.7034028194459035
sic_threshold_vs_effective_n,interpolated,619.34,0.7373555762764751,0.7031520879700581
sic_threshold_vs_effective_n,interpolated,622.9350000000001,0.7360214845601525,0.702912276215092
sic_threshold_vs_effective_n,interpolated,626.5300000000001,0.7346873928438298,0.7026832298282131
sic_threshold_vs_effective_n,interpolated,630.125,0.7333533011275073,0.7024647944566286
sic_threshold_vs_effective_n,interpolated,633.72,0.7320192094111846,0.7022568157475462
sic_threshold_vs_effective_n,interpolated,637.315,0.7306851176948619,0.7020591393481729
sic_threshold_vs_effective_n,interpolated,640.9100000000001,0.7293510259785393,0.7018716109057163
sic_threshold_vs_effective_n,interpolated,644.505,0.7280169342622167,0.7016940760673841
sic_threshold_vs_effective_n,interpolated,648.1,0.7266828425458941,0.7015263804803834
sic_threshold_vs_effective_n,interpolated,651.695,0.7253487508295715,0.7013683697919216
sic_threshold_vs_effective_n,interpolated,655.2900000000001,0.7240146591132488,0.7012198896492063
sic_threshold_vs_effective_n,interpolated,658.885,0.7226805673969262,0.7010807856994451
sic_threshold_vs_effective_n,interpolated,662.48,0.7213464756806036,0.7009509035898449
sic_threshold_vs_effective_n,interpolated,666.075,0.7200123839642809,0.7008300889676137
sic_threshold_vs_effective_n,interpolated,669.6700000000001,0.7186782922479583,0.7007181874799584
sic_threshold_vs_effective_n,interpolated,673.265,0.7173442005316357,0.7006150447740869
sic_threshold_vs_effective_n,interpolated,676.86,0.716010108815313,0.7005205064972063
sic_threshold_vs_effective_n,interpolated,680.455,0.7146760170989904,0.7004344182965241
sic_threshold_vs_effective_n,interpolated,684.0500000000001,0.7133419253826678,0.7003566258192478
sic_threshold_vs_effective_n,interpolated,687.645,0.7120078336663452,0.7002869747125849
sic_threshold_vs_effective_n,interpolated,691.24,0.7106737419500225,0.7002253106237428
sic_threshold_vs_effective_n,interpolated,694.835,0.7093396502336999,0.7001714791999286
sic_threshold_vs_effective_n,interpolated,698.4300000000001,0.7080055585173772,0.70012532608835
sic_threshold_vs_effective_n,interpolated,702.0250000000001,0.7066714668010546,0.7000866969362145
sic_threshold_vs_effective_n,interpolated,705.62,0.705337375084732,0.7000554373907293
sic_threshold_vs_effective_n,interpolated,709.215,0.7040032833684094,0.7000313930991021
sic_threshold_vs_effective_n,interpolated,712.8100000000001,0.7026691916520869,0.70001440970854
sic_threshold_vs_effective_n,interpolated,716.4050000000001,0.7013350999357642,0.7000043328662507
sic_threshold_vs_effective_n,interpolated,720.0,0.7000010082194416,0.7000010082194416
sic_threshold_vs_effective_n,raw_point,1.0,2.35,2.35
sic_threshold_vs_effective_n,raw_point,2.0,2.3174895518241505,2.3174895518241505
sic_threshold_vs_effective_n,raw_point,5.0,2.2237513501941706,2.2237513501941706
sic_threshold_vs_effective_n,raw_point,10.0,2.0794367834293515,2.0794367834293515
sic_threshold_vs_effective_n,raw_point,50.0,1.3223051497526042,1.3223051497526042
sic_threshold_vs_effective_n,raw_point,100.0,0.9300808035240392,0.9300808035240392
sic_threshold_vs_effective_n,raw_point,720.0,0.7000010082194416,0.7000010082194416
synthetic_volume_per_energy,interpolated,0.35,0.0,0.0
synthetic_volume_per_energy,interpolated,0.38825,0.030600000000000006,0.030600000000000013
synthetic_volume_per_energy,interpolated,0.4265,0.06120000000000001,0.06120000000000002
synthetic_volume_per_energy,interpolated,0.46475,0.09180000000000002,0.09180000000000002
synthetic_volume_per_energy,interpolated,0.503,0.12240000000000002,0.12240000000000002
synthetic_volume_per_energy,interpolated,0.54125,0.15300000000000002,0.15300000000000002
synthetic_volume_per_energy,interpolated,0.5794999999999999,0.18359999999999993,0.18359999999999993
synthetic_volume_per_energy,interpolated,0.61775,0.21420000000000006,0.21420000000000006
synthetic_volume_per_energy,interpolated,0.6559999999999999,0.24479999999999996,0.24479999999999996
synthetic_volume_per_energy,interpolated,0.69425,0.2754000000000001,0.2754000000000001
synthetic_volume_per_energy,interpolated,0.7324999999999999,0.30599999999999994,0.30599999999999994
synthetic_volume_per_energy,interpolated,0.77075,0.33660000000000007,0.33660000000000007
synthetic_volume_per_energy,interpolated,0.8089999999999999,0.36719999999999997,0.36719999999999997
synthetic_volume_per_energy,interpolated,0.84725,0.39780000000000004,0.39780000000000004
synthetic_volume_per_energy,interpolated,0.8855,0.4284,0.4284
synthetic_volume_per_energy,interpolated,0.92375,0.45899999999999996,0.45899999999999996
synthetic_volume_per_energy,interpolated,0.962,0.48960000000000004,0.48960000000000004
synthetic_volume_per_energy,interpolated,1.0002499999999999,0.5201999999999999,0.5201999999999999
synthetic_volume_per_energy,interpolated,1.0385,0.5508,0.5508
synthetic_volume_per_energy,interpolated,1.07675,0.5814000000000001,0.5814000000000001
synthetic_volume_per_energy,interpolated,1.115,0.612,0.612
synthetic_volume_per_energy,interpolated,1.1532499999999999,0.6426,0.6426
synthetic_volume_per_energy,interpolated,1.1915,0.6732,0.6732
synthetic_volume_per_energy,interpolated,1.2297500000000001,0.7038000000000001,0.7038000000000001
synthetic_volume_per_energy,interpolated,1.2679999999999998,0.7343999999999998,0.7343999999999998
synthetic_volume_per_energy,interpolated,1.30625,0.7649999999999999,0.7649999999999999
synthetic_volume_per_energy,interpolated,1.3445,0.7956000000000001,0.7956000000000001
synthetic_volume_per_energy,interpolated,1.3827500000000001,0.8262000000000002,0.8262000000000002
synthetic_volume_per_energy,interpolated,1.4209999999999998,0.8567999999999999,0.8567999999999999
synthetic_volume_per_energy,interpolated,1.45925,0.8874,0.8874
synthetic_volume_per_energy,interpolated,1.4975,0.9180000000000001,0.9180000000000001
synthetic_volume_per_energy,interpolated,1.5357500000000002,0.9486000000000001,0.9486000000000001
synthetic_volume_per_energy,interpolated,1.5739999999999998,0.9791999999999998,0.9791999999999998
synthetic_volume_per_energy,interpolated,1.61225,1.0098,1.0098
synthetic_volume_per_energy,interpolated,1.6505,1.0404,1.0404
synthetic_volume_per_energy,interpolated,1.6887499999999998,1.0709999999999997,1.0709999999999997
synthetic_volume_per_energy,interpolated,1.7269999999999999,1.1016,1.1016
synthetic_volume_per_energy,interpolated,1.76525,1.1322,1.1322
synthetic_volume_per_energy,interpolated,1.8035,1.1628000000000003,1.1628000000000003
synthetic_volume_per_energy,interpolated,1.8417499999999998,1.1934,1.1934
synthetic_volume_per_energy,interpolated,1.88,1.224,1.224
synthetic_volume_per_energy,interpolated,1.91825,1.2546,1.2546
synthetic_volume_per_energy,interpolated,1.9565000000000001,1.2852000000000001,1.2852000000000001
synthetic_volume_per_energy,interpolated,1.9947499999999998,1.3157999999999999,1.3157999999999999
synthetic_volume_per_energy,interpolated,2.033,1.3464,1.3464
synthetic_volume_per_energy,interpolated,2.07125,1.377,1.377
synthetic_volume_per_energy,interpolated,2.1095,1.4076000000000002,1.4076000000000002
synthetic_volume_per_energy,interpolated,2.14775,1.4382,1.4382
synthetic_volume_per_energy,interpolated,2.186,1.4687999999999999,1.4688
synthetic_volume_per_energy,interpolated,2.22425,1.4994,1.4994
synthetic_volume_per_energy,interpolated,2.2624999999999997,1.5299999999999998,1.5299999999999998
synthetic_volume_per_energy,interpolated,2.30075,1.5606,1.5606
synthetic_volume_per_energy,interpolated,2.339,1.5912,1.5912000000000002
synthetic_volume_per_energy,interpolated,2.37725,1.6218000000000001,1.6218000000000001
synthetic_volume_per_energy,interpolated,2.4155,1.6524,1.6524000000000003
synthetic_volume_per_energy,interpolated,2.45375,1.6829999999999998,1.683
synthetic_volume_per_energy,interpolated,2.492,1.7136,1.7136
synthetic_volume_per_energy,interpolated,2.53025,1.7442000000000002,1.7442000000000002
synthetic_volume_per_energy,interpolated,2.5685000000000002,1.7748000000000002,1.7748000000000004
synthetic_volume_per_energy,interpolated,2.60675,1.8054,1.8054000000000001
synthetic_volume_per_energy,interpolated,2.645,1.836,1.836
synthetic_volume_per_energy,interpolated,2.68325,1.8666,1.8666
synthetic_volume_per_energy,interpolated,2.7215000000000003,1.8972000000000002,1.8972000000000002
synthetic_volume_per_energy,interpolated,2.75975,1.9278,1.9278
synthetic_volume_per_energy,interpolated,2.798,1.9584000000000001,1.9584000000000001
synthetic_volume_per_energy,interpolated,2.83625,1.989,1.989
synthetic_volume_per_energy,interpolated,2.8745,2.0195999999999996,2.0196
synthetic_volume_per_energy,interpolated,2.91275,2.0502,2.0502000000000002
synthetic_volume_per_energy,interpolated,2.951,2.0808,2.0808
synthetic_volume_per_energy,interpolated,2.98925,2.1114,2.1114
synthetic_volume_per_energy,interpolated,3.0275,2.142,2.142
synthetic_volume_per_energy,interpolated,3.06575,2.1726,2.1726
synthetic_volume_per_energy,interpolated,3.104,2.2032,2.2032000000000003
synthetic_volume_per_energy,interpolated,3.14225,2.2338,2.2338000000000005
synthetic_volume_per_energy,interpolated,3.1805,2.2643999999999997,2.2643999999999997
synthetic_volume_per_energy,interpolated,3.21875,2.295,2.2949999999999995
synthetic_volume_per_energy,interpolated,3.257,2.3256,2.3255999999999997
synthetic_volume_per_energy,interpolated,3.2952500000000002,2.3562000000000003,2.3562
synthetic_volume_per_energy,interpolated,3.3335,2.3868,2.3867999999999996
synthetic_volume_per_energy,interpolated,3.37175,2.4173999999999998,2.4173999999999998
synthetic_volume_per_energy,interpolated,3.41,2.4480000000000004,2.448
synthetic_volume_per_energy,interpolated,3.44825,2.4786,2.4785999999999997
synthetic_volume_per_energy,interpolated,3.4865,2.5092,2.5091999999999994
synthetic_volume_per_energy,interpolated,3.52475,2.5398,2.5398
synthetic_volume_per_energy,interpolated,3.563,2.5704000000000002,2.5704
synthetic_volume_per_energy,interpolated,3.60125,2.601,2.601
synthetic_volume_per_energy,interpolated,3.6395,2.6315999999999997,2.6316
synthetic_volume_per_energy,interpolated,3.67775,2.6622,2.6622000000000003
synthetic_volume_per_energy,interpolated,3.716,2.6928,2.6928
synthetic_volume_per_energy,interpolated,3.75425,2.7234,2.7234
synthetic_volume_per_energy,interpolated,3.7925,2.754,2.7540000000000004
synthetic_volume_per_energy,interpolated,3.83075,2.7846,2.7846
synthetic_volume_per_energy,interpolated,3.869,2.8152,2.8152000000000004
synthetic_volume_per_energy,interpolated,3.90725,2.8457999999999997,2.8458
synthetic_volume_per_energy,interpolated,3.9455,2.8764,2.8764000000000003
synthetic_volume_per_energy,interpolated,3.98375,2.907,2.907
synthetic_volume_per_energy,interpolated,4.021999999999999,2.9375999999999993,2.9375999999999993
synthetic_volume_per_energy,interpolated,4.06025,2.9682,2.9682
synthetic_volume_per_energy,interpolated,4.0985,2.9987999999999997,2.9987999999999997
synthetic_volume_per_energy,interpolated,4.13675,3.0294,3.0294
synthetic_volume_per_energy,interpolated,4.175,3.0599999999999996,3.0599999999999996
synthetic_volume_per_energy,interpolated,4.2132499999999995,3.0905999999999993,3.0905999999999993
synthetic_volume_per_energy,interpolated,4.2515,3.1212,3.1212
synthetic_volume_per_energy,interpolated,4.28975,3.1517999999999997,3.1517999999999997
synthetic_volume_per_energy,interpolated,4.327999999999999,3.1823999999999995,3.1823999999999995
synthetic_volume_per_energy,interpolated,4.36625,3.213,3.213
synthetic_volume_per_energy,interpolated,4.4045,3.2436,3.2436
synthetic_volume_per_energy,interpolated,4.442749999999999,3.2741999999999996,3.2741999999999996
synthetic_volume_per_energy,interpolated,4.481,3.3048,3.3047999999999997
synthetic_volume_per_energy,interpolated,4.5192499999999995,3.3354,3.3353999999999995
synthetic_volume_per_energy,interpolated,4.557499999999999,3.3659999999999997,3.365999999999999
synthetic_volume_per_energy,interpolated,4.59575,3.3966,3.3966
synthetic_volume_per_energy,interpolated,4.6339999999999995,3.4271999999999996,3.4271999999999996
synthetic_volume_per_energy,interpolated,4.672249999999999,3.4577999999999993,3.4577999999999993
synthetic_volume_per_energy,interpolated,4.7105,3.4884,3.4883999999999995
synthetic_volume_per_energy,interpolated,4.748749999999999,3.5189999999999997,3.5189999999999992
synthetic_volume_per_energy,interpolated,4.787,3.5496,3.5496
synthetic_volume_per_energy,interpolated,4.82525,3.5801999999999996,3.5801999999999996
synthetic_volume_per_energy,interpolated,4.863499999999999,3.6107999999999993,3.6107999999999993
synthetic_volume_per_energy,interpolated,4.90175,3.6414,3.6414
synthetic_volume_per_energy,interpolated,4.9399999999999995,3.6719999999999997,3.6719999999999997
synthetic_volume_per_energy,interpolated,4.978249999999999,3.7025999999999994,3.7025999999999994
synthetic_volume_per_energy,interpolated,5.0165,3.7332,3.7331999999999996
synthetic_volume_per_energy,interpolated,5.054749999999999,3.7638,3.7637999999999994
synthetic_volume_per_energy,interpolated,5.093,3.7944000000000004,3.7944
synthetic_volume_per_energy,interpolated,5.13125,3.825,3.8249999999999997
synthetic_volume_per_energy,interpolated,5.169499999999999,3.8556,3.8555999999999995
synthetic_volume_per_energy,interpolated,5.20775,3.8862,3.8861999999999997
synthetic_volume_per_energy,interpolated,5.2459999999999996,3.9168,3.9167999999999994
synthetic_volume_per_energy,interpolated,5.284249999999999,3.9473999999999996,3.947399999999999
synthetic_volume_per_energy,interpolated,5.3225,3.978,3.9779999999999998
